,Model,Human,Ind
159,70.0,53.0,9.0
160,80.0,27.0,9.0
161,80.0,51.0,9.0
162,100.0,46.0,9.0
163,85.0,46.0,9.0
164,70.0,52.0,9.0
165,70.0,32.0,9.0
166,50.0,50.0,9.0
167,90.0,53.0,9.0
168,70.0,9.0,12.0
169,75.0,20.0,12.0
170,80.0,23.0,12.0
171,70.0,7.0,12.0
172,50.0,,12.0
173,75.0,62.0,12.0
174,90.0,47.0,12.0
175,50.0,55.0,12.0
176,75.0,29.0,12.0
177,80.0,55.0,12.0
178,70.0,27.0,12.0
179,70.0,22.0,12.0
180,80.0,42.0,12.0
181,100.0,62.0,12.0
182,90.0,55.0,12.0
183,100.0,59.0,12.0
184,90.0,26.0,12.0
185,50.0,66.0,12.0
186,70.0,65.0,12.0
187,100.0,35.0,12.0
188,80.0,63.0,12.0
189,90.0,64.0,12.0
190,75.0,36.0,12.0
191,50.0,61.0,12.0
192,100.0,52.0,12.0
193,70.0,28.0,12.0
194,85.0,52.0,12.0
195,100.0,23.0,12.0
196,90.0,42.0,12.0
197,75.0,17.0,12.0
198,100.0,65.0,12.0
199,90.0,50.0,12.0
200,70.0,56.0,12.0
201,70.0,58.0,12.0
202,80.0,42.0,12.0
203,80.0,35.0,12.0
204,100.0,57.0,12.0
205,85.0,30.0,12.0
206,70.0,56.0,12.0
207,70.0,55.0,12.0
208,50.0,31.0,12.0
209,90.0,72.0,12.0
210,70.0,11.0,14.0
211,75.0,0.0,14.0
212,80.0,53.0,14.0
213,70.0,10.0,14.0
214,50.0,,14.0
215,75.0,54.0,14.0
216,90.0,30.0,14.0
217,50.0,73.0,14.0
218,75.0,22.0,14.0
219,80.0,45.0,14.0
220,70.0,39.0,14.0
221,70.0,23.0,14.0
222,80.0,36.0,14.0
223,100.0,61.0,14.0
224,90.0,41.0,14.0
225,100.0,31.0,14.0
226,90.0,21.0,14.0
227,50.0,86.0,14.0
228,70.0,69.0,14.0
229,100.0,18.0,14.0
230,80.0,41.0,14.0
231,90.0,69.0,14.0
232,75.0,15.0,14.0
233,50.0,52.0,14.0
234,100.0,49.0,14.0
235,70.0,23.0,14.0
236,85.0,51.0,14.0
237,100.0,29.0,14.0
238,90.0,31.0,14.0
239,75.0,34.0,14.0
240,100.0,41.0,14.0
241,90.0,66.0,14.0
242,70.0,36.0,14.0
243,70.0,30.0,14.0
244,80.0,0.0,14.0
245,80.0,42.0,14.0
246,100.0,48.0,14.0
247,85.0,39.0,14.0
248,70.0,53.0,14.0
249,70.0,25.0,14.0
250,50.0,23.0,14.0
251,90.0,21.0,14.0
252,70.0,28.0,15.0
253,75.0,6.0,15.0
254,80.0,12.0,15.0
255,70.0,3.0,15.0
256,50.0,,15.0
257,75.0,12.0,15.0
258,90.0,10.0,15.0
259,50.0,76.0,15.0
260,75.0,81.0,15.0
261,80.0,21.0,15.0
262,70.0,13.0,15.0
263,70.0,9.0,15.0
264,80.0,33.0,15.0
265,100.0,83.0,15.0
266,90.0,86.0,15.0
267,100.0,5.0,15.0
268,90.0,61.0,15.0
269,50.0,76.0,15.0
270,70.0,83.0,15.0
271,100.0,11.0,15.0
272,80.0,84.0,15.0
273,90.0,88.0,15.0
274,75.0,85.0,15.0
275,50.0,81.0,15.0
276,100.0,79.0,15.0
277,70.0,26.0,15.0
278,85.0,80.0,15.0
279,100.0,56.0,15.0
280,90.0,9.0,15.0
281,75.0,92.0,15.0
282,100.0,86.0,15.0
283,90.0,84.0,15.0
284,70.0,78.0,15.0
285,70.0,58.0,15.0
286,80.0,15.0,15.0
287,80.0,66.0,15.0
288,100.0,85.0,15.0
289,85.0,72.0,15.0
290,70.0,91.0,15.0
291,70.0,60.0,15.0
292,50.0,24.0,15.0
293,90.0,17.0,15.0
294,70.0,52.0,16.0
295,75.0,17.0,16.0
296,80.0,77.0,16.0
297,70.0,52.0,16.0
298,50.0,,16.0
299,75.0,83.0,16.0
300,90.0,79.0,16.0
301,50.0,50.0,16.0
302,75.0,45.0,16.0
303,80.0,83.0,16.0
304,70.0,62.0,16.0
305,70.0,51.0,16.0
306,80.0,49.0,16.0
307,100.0,65.0,16.0
308,90.0,68.0,16.0
309,100.0,54.0,16.0
310,90.0,30.0,16.0
311,50.0,84.0,16.0
312,70.0,83.0,16.0
313,100.0,53.0,16.0
314,80.0,90.0,16.0
315,90.0,82.0,16.0
316,75.0,62.0,16.0
317,50.0,61.0,16.0
318,100.0,61.0,16.0
319,70.0,29.0,16.0
320,85.0,57.0,16.0
321,100.0,45.0,16.0
322,90.0,1.0,16.0
323,75.0,83.0,16.0
324,100.0,77.0,16.0
325,90.0,72.0,16.0
326,70.0,33.0,16.0
327,70.0,33.0,16.0
328,80.0,56.0,16.0
329,80.0,24.0,16.0
330,100.0,38.0,16.0
331,85.0,39.0,16.0
332,70.0,49.0,16.0
333,70.0,88.0,16.0
334,50.0,62.0,16.0
335,90.0,69.0,16.0
336,70.0,51.0,21.0
337,75.0,49.0,21.0
338,80.0,89.0,21.0
339,70.0,28.0,21.0
340,50.0,,21.0
341,75.0,41.0,21.0
342,90.0,100.0,21.0
343,50.0,40.0,21.0
344,75.0,13.0,21.0
345,80.0,48.0,21.0
346,70.0,29.0,21.0
347,70.0,25.0,21.0
348,80.0,33.0,21.0
349,100.0,74.0,21.0
350,90.0,100.0,21.0
351,100.0,32.0,21.0
352,90.0,69.0,21.0
353,50.0,5.0,21.0
354,70.0,21.0,21.0
355,100.0,42.0,21.0
356,80.0,33.0,21.0
357,90.0,100.0,21.0
358,75.0,11.0,21.0
359,50.0,79.0,21.0
360,100.0,89.0,21.0
361,70.0,15.0,21.0
362,85.0,42.0,21.0
363,100.0,36.0,21.0
364,90.0,83.0,21.0
365,75.0,100.0,21.0
366,100.0,37.0,21.0
367,90.0,100.0,21.0
368,70.0,98.0,21.0
369,70.0,44.0,21.0
370,80.0,26.0,21.0
371,80.0,88.0,21.0
372,100.0,82.0,21.0
373,85.0,68.0,21.0
374,70.0,26.0,21.0
375,70.0,30.0,21.0
376,50.0,98.0,21.0
377,90.0,22.0,21.0
378,70.0,38.0,22.0
379,75.0,53.0,22.0
380,80.0,35.0,22.0
381,70.0,48.0,22.0
382,50.0,,22.0
383,75.0,56.0,22.0
384,90.0,66.0,22.0
385,50.0,58.0,22.0
386,75.0,17.0,22.0
387,80.0,62.0,22.0
388,70.0,57.0,22.0
389,70.0,46.0,22.0
390,80.0,58.0,22.0
391,100.0,62.0,22.0
392,90.0,62.0,22.0
393,100.0,58.0,22.0
394,90.0,41.0,22.0
395,50.0,51.0,22.0
396,70.0,61.0,22.0
397,100.0,52.0,22.0
398,80.0,54.0,22.0
399,90.0,75.0,22.0
400,75.0,54.0,22.0
401,50.0,39.0,22.0
402,100.0,73.0,22.0
403,70.0,23.0,22.0
404,85.0,66.0,22.0
405,100.0,46.0,22.0
406,90.0,46.0,22.0
407,75.0,68.0,22.0
408,100.0,71.0,22.0
409,90.0,70.0,22.0
410,70.0,56.0,22.0
411,70.0,47.0,22.0
412,80.0,55.0,22.0
413,80.0,84.0,22.0
414,100.0,65.0,22.0
415,85.0,60.0,22.0
416,70.0,57.0,22.0
417,70.0,73.0,22.0
418,50.0,66.0,22.0
419,90.0,62.0,22.0
420,70.0,23.0,29.0
421,75.0,11.0,29.0
422,80.0,11.0,29.0
423,70.0,21.0,29.0
424,50.0,,29.0
425,75.0,51.0,29.0
426,90.0,81.0,29.0
427,50.0,71.0,29.0
428,75.0,43.0,29.0
429,80.0,68.0,29.0
430,70.0,27.0,29.0
431,70.0,32.0,29.0
432,80.0,38.0,29.0
433,100.0,57.0,29.0
434,90.0,35.0,29.0
435,100.0,60.0,29.0
436,90.0,8.0,29.0
437,50.0,68.0,29.0
438,70.0,66.0,29.0
439,100.0,63.0,29.0
440,80.0,74.0,29.0
441,90.0,17.0,29.0
442,75.0,71.0,29.0
443,50.0,50.0,29.0
444,100.0,85.0,29.0
445,70.0,11.0,29.0
446,85.0,74.0,29.0
447,100.0,54.0,29.0
448,90.0,44.0,29.0
449,75.0,29.0,29.0
450,100.0,74.0,29.0
451,90.0,71.0,29.0
452,70.0,33.0,29.0
453,70.0,63.0,29.0
454,80.0,31.0,29.0
455,80.0,63.0,29.0
456,100.0,77.0,29.0
457,85.0,79.0,29.0
458,70.0,61.0,29.0
459,70.0,73.0,29.0
460,50.0,43.0,29.0
461,90.0,74.0,29.0
462,70.0,88.0,30.0
463,75.0,23.0,30.0
464,80.0,74.0,30.0
465,70.0,65.0,30.0
466,50.0,,30.0
467,75.0,62.0,30.0
468,90.0,74.0,30.0
469,50.0,96.0,30.0
470,75.0,77.0,30.0
471,80.0,70.0,30.0
472,70.0,31.0,30.0
473,70.0,58.0,30.0
474,80.0,7.0,30.0
475,100.0,73.0,30.0
476,90.0,62.0,30.0
477,100.0,68.0,30.0
478,90.0,22.0,30.0
479,50.0,62.0,30.0
480,70.0,100.0,30.0
481,100.0,58.0,30.0
482,80.0,52.0,30.0
483,90.0,44.0,30.0
484,75.0,52.0,30.0
485,50.0,22.0,30.0
486,100.0,100.0,30.0
487,70.0,30.0,30.0
488,85.0,98.0,30.0
489,100.0,6.0,30.0
490,90.0,41.0,30.0
491,75.0,79.0,30.0
492,100.0,70.0,30.0
493,90.0,79.0,30.0
494,70.0,44.0,30.0
495,70.0,61.0,30.0
496,80.0,13.0,30.0
497,80.0,23.0,30.0
498,100.0,0.0,30.0
499,85.0,6.0,30.0
500,70.0,71.0,30.0
501,70.0,82.0,30.0
502,50.0,23.0,30.0
503,90.0,100.0,30.0
504,70.0,27.0,32.0
505,75.0,19.0,32.0
506,80.0,46.0,32.0
507,70.0,15.0,32.0
508,50.0,,32.0
509,75.0,68.0,32.0
510,90.0,97.0,32.0
511,50.0,70.0,32.0
512,75.0,79.0,32.0
513,80.0,78.0,32.0
514,70.0,73.0,32.0
515,70.0,64.0,32.0
516,80.0,31.0,32.0
517,100.0,100.0,32.0
518,90.0,77.0,32.0
519,100.0,40.0,32.0
520,90.0,11.0,32.0
521,50.0,93.0,32.0
522,70.0,100.0,32.0
523,100.0,55.0,32.0
524,80.0,97.0,32.0
525,90.0,93.0,32.0
526,75.0,90.0,32.0
527,50.0,7.0,32.0
528,100.0,71.0,32.0
529,70.0,69.0,32.0
530,85.0,88.0,32.0
531,100.0,28.0,32.0
532,90.0,17.0,32.0
533,75.0,69.0,32.0
534,100.0,100.0,32.0
535,90.0,86.0,32.0
536,70.0,62.0,32.0
537,70.0,45.0,32.0
538,80.0,32.0,32.0
539,80.0,67.0,32.0
540,100.0,14.0,32.0
541,85.0,77.0,32.0
542,70.0,75.0,32.0
543,70.0,82.0,32.0
544,50.0,9.0,32.0
545,90.0,34.0,32.0
546,70.0,80.0,34.0
547,75.0,10.0,34.0
548,80.0,18.0,34.0
549,70.0,34.0,34.0
550,50.0,,34.0
551,75.0,62.0,34.0
552,90.0,37.0,34.0
553,50.0,39.0,34.0
554,75.0,43.0,34.0
555,80.0,33.0,34.0
556,70.0,62.0,34.0
557,70.0,53.0,34.0
558,80.0,32.0,34.0
559,100.0,38.0,34.0
560,90.0,66.0,34.0
561,100.0,65.0,34.0
562,90.0,14.0,34.0
563,50.0,26.0,34.0
564,70.0,71.0,34.0
565,100.0,23.0,34.0
566,80.0,66.0,34.0
567,90.0,73.0,34.0
568,75.0,52.0,34.0
569,50.0,42.0,34.0
570,100.0,55.0,34.0
571,70.0,8.0,34.0
572,85.0,91.0,34.0
573,100.0,54.0,34.0
574,90.0,73.0,34.0
575,75.0,37.0,34.0
576,100.0,40.0,34.0
577,90.0,55.0,34.0
578,70.0,43.0,34.0
579,70.0,23.0,34.0
580,80.0,9.0,34.0
581,80.0,50.0,34.0
582,100.0,58.0,34.0
583,85.0,54.0,34.0
584,70.0,56.0,34.0
585,70.0,27.0,34.0
586,50.0,19.0,34.0
587,90.0,71.0,34.0
588,70.0,13.0,36.0
589,75.0,9.0,36.0
590,80.0,7.0,36.0
591,70.0,19.0,36.0
592,50.0,,36.0
593,75.0,47.0,36.0
594,90.0,89.0,36.0
595,50.0,42.0,36.0
596,75.0,63.0,36.0
597,80.0,28.0,36.0
598,70.0,85.0,36.0
599,70.0,30.0,36.0
600,80.0,47.0,36.0
601,100.0,51.0,36.0
602,90.0,71.0,36.0
603,100.0,21.0,36.0
604,90.0,26.0,36.0
605,50.0,79.0,36.0
606,70.0,100.0,36.0
607,100.0,19.0,36.0
608,80.0,87.0,36.0
609,90.0,72.0,36.0
610,75.0,77.0,36.0
611,50.0,15.0,36.0
612,100.0,100.0,36.0
613,70.0,45.0,36.0
614,85.0,95.0,36.0
615,100.0,33.0,36.0
616,90.0,36.0,36.0
617,75.0,81.0,36.0
618,100.0,99.0,36.0
619,90.0,83.0,36.0
620,70.0,37.0,36.0
621,70.0,93.0,36.0
622,80.0,45.0,36.0
623,80.0,71.0,36.0
624,100.0,76.0,36.0
625,85.0,93.0,36.0
626,70.0,93.0,36.0
627,70.0,48.0,36.0
628,50.0,31.0,36.0
629,90.0,89.0,36.0
630,70.0,5.0,38.0
631,75.0,37.0,38.0
632,80.0,58.0,38.0
633,70.0,26.0,38.0
634,50.0,,38.0
635,75.0,64.0,38.0
636,90.0,37.0,38.0
637,50.0,55.0,38.0
638,75.0,53.0,38.0
639,80.0,68.0,38.0
640,70.0,78.0,38.0
641,70.0,23.0,38.0
642,80.0,28.0,38.0
643,100.0,63.0,38.0
644,90.0,64.0,38.0
645,100.0,70.0,38.0
646,90.0,56.0,38.0
647,50.0,100.0,38.0
648,70.0,96.0,38.0
649,100.0,60.0,38.0
650,80.0,36.0,38.0
651,90.0,60.0,38.0
652,75.0,93.0,38.0
653,50.0,86.0,38.0
654,100.0,64.0,38.0
655,70.0,42.0,38.0
656,85.0,100.0,38.0
657,100.0,76.0,38.0
658,90.0,52.0,38.0
659,75.0,71.0,38.0
660,100.0,96.0,38.0
661,90.0,83.0,38.0
662,70.0,81.0,38.0
663,70.0,86.0,38.0
664,80.0,11.0,38.0
665,80.0,57.0,38.0
666,100.0,92.0,38.0
667,85.0,87.0,38.0
668,70.0,73.0,38.0
669,70.0,84.0,38.0
670,50.0,20.0,38.0
671,90.0,63.0,38.0
672,70.0,43.0,39.0
673,75.0,29.0,39.0
674,80.0,42.0,39.0
675,70.0,46.0,39.0
676,50.0,,39.0
677,75.0,87.0,39.0
678,90.0,100.0,39.0
679,50.0,67.0,39.0
680,75.0,72.0,39.0
681,80.0,68.0,39.0
682,70.0,45.0,39.0
683,70.0,36.0,39.0
684,80.0,48.0,39.0
685,100.0,77.0,39.0
686,90.0,74.0,39.0
687,100.0,99.0,39.0
688,90.0,26.0,39.0
689,50.0,54.0,39.0
690,70.0,90.0,39.0
691,100.0,18.0,39.0
692,80.0,92.0,39.0
693,90.0,94.0,39.0
694,75.0,92.0,39.0
695,50.0,52.0,39.0
696,100.0,93.0,39.0
697,70.0,27.0,39.0
698,85.0,91.0,39.0
699,100.0,77.0,39.0
700,90.0,23.0,39.0
701,75.0,90.0,39.0
702,100.0,79.0,39.0
703,90.0,63.0,39.0
704,70.0,80.0,39.0
705,70.0,37.0,39.0
706,80.0,17.0,39.0
707,80.0,73.0,39.0
708,100.0,63.0,39.0
709,85.0,66.0,39.0
710,70.0,60.0,39.0
711,70.0,93.0,39.0
712,50.0,41.0,39.0
713,90.0,61.0,39.0
714,70.0,0.0,41.0
715,75.0,0.0,41.0
716,80.0,4.0,41.0
717,70.0,0.0,41.0
718,50.0,,41.0
719,75.0,26.0,41.0
720,90.0,8.0,41.0
721,50.0,39.0,41.0
722,75.0,6.0,41.0
723,80.0,10.0,41.0
724,70.0,22.0,41.0
725,70.0,4.0,41.0
726,80.0,9.0,41.0
727,100.0,18.0,41.0
728,90.0,48.0,41.0
729,100.0,29.0,41.0
730,90.0,7.0,41.0
731,50.0,18.0,41.0
732,70.0,85.0,41.0
733,100.0,5.0,41.0
734,80.0,38.0,41.0
735,90.0,72.0,41.0
736,75.0,62.0,41.0
737,50.0,54.0,41.0
738,100.0,62.0,41.0
739,70.0,30.0,41.0
740,85.0,62.0,41.0
741,100.0,15.0,41.0
742,90.0,16.0,41.0
743,75.0,18.0,41.0
744,100.0,73.0,41.0
745,90.0,54.0,41.0
746,70.0,18.0,41.0
747,70.0,83.0,41.0
748,80.0,24.0,41.0
749,80.0,54.0,41.0
750,100.0,28.0,41.0
751,85.0,10.0,41.0
752,70.0,56.0,41.0
753,70.0,24.0,41.0
754,50.0,32.0,41.0
755,90.0,69.0,41.0
756,70.0,22.0,44.0
757,75.0,30.0,44.0
758,80.0,31.0,44.0
759,70.0,26.0,44.0
760,50.0,,44.0
761,75.0,61.0,44.0
762,90.0,72.0,44.0
763,50.0,75.0,44.0
764,75.0,2.0,44.0
765,80.0,62.0,44.0
766,70.0,0.0,44.0
767,70.0,1.0,44.0
768,80.0,36.0,44.0
769,100.0,43.0,44.0
770,90.0,3.0,44.0
771,100.0,53.0,44.0
772,90.0,0.0,44.0
773,50.0,0.0,44.0
774,70.0,0.0,44.0
775,100.0,44.0,44.0
776,80.0,44.0,44.0
777,90.0,23.0,44.0
778,75.0,31.0,44.0
779,50.0,99.0,44.0
780,100.0,80.0,44.0
781,70.0,30.0,44.0
782,85.0,51.0,44.0
783,100.0,100.0,44.0
784,90.0,65.0,44.0
785,75.0,48.0,44.0
786,100.0,44.0,44.0
787,90.0,58.0,44.0
788,70.0,61.0,44.0
789,70.0,17.0,44.0
790,80.0,41.0,44.0
791,80.0,25.0,44.0
792,100.0,100.0,44.0
793,85.0,28.0,44.0
794,70.0,66.0,44.0
795,70.0,20.0,44.0
796,50.0,40.0,44.0
797,90.0,99.0,44.0
798,70.0,26.0,46.0
799,75.0,20.0,46.0
800,80.0,30.0,46.0
801,70.0,82.0,46.0
802,50.0,,46.0
803,75.0,66.0,46.0
804,90.0,46.0,46.0
805,50.0,88.0,46.0
806,75.0,69.0,46.0
807,80.0,51.0,46.0
808,70.0,80.0,46.0
809,70.0,55.0,46.0
810,80.0,66.0,46.0
811,100.0,85.0,46.0
812,90.0,72.0,46.0
813,100.0,60.0,46.0
814,90.0,67.0,46.0
815,50.0,74.0,46.0
816,70.0,98.0,46.0
817,100.0,90.0,46.0
818,80.0,96.0,46.0
819,90.0,92.0,46.0
820,75.0,93.0,46.0
821,50.0,84.0,46.0
822,100.0,82.0,46.0
823,70.0,59.0,46.0
824,85.0,85.0,46.0
825,100.0,61.0,46.0
826,90.0,90.0,46.0
827,75.0,19.0,46.0
828,100.0,99.0,46.0
829,90.0,92.0,46.0
830,70.0,67.0,46.0
831,70.0,56.0,46.0
832,80.0,79.0,46.0
833,80.0,68.0,46.0
834,100.0,73.0,46.0
835,85.0,49.0,46.0
836,70.0,82.0,46.0
837,70.0,65.0,46.0
838,50.0,51.0,46.0
839,90.0,83.0,46.0
840,70.0,24.0,51.0
841,75.0,14.0,51.0
842,80.0,16.0,51.0
843,70.0,3.0,51.0
844,50.0,,51.0
845,75.0,59.0,51.0
846,90.0,52.0,51.0
847,50.0,30.0,51.0
848,75.0,58.0,51.0
849,80.0,74.0,51.0
850,70.0,65.0,51.0
851,70.0,7.0,51.0
852,80.0,17.0,51.0
853,100.0,74.0,51.0
854,90.0,80.0,51.0
855,100.0,86.0,51.0
856,90.0,2.0,51.0
857,50.0,59.0,51.0
858,70.0,71.0,51.0
859,100.0,15.0,51.0
860,80.0,47.0,51.0
861,90.0,66.0,51.0
862,75.0,89.0,51.0
863,50.0,56.0,51.0
864,100.0,53.0,51.0
865,70.0,24.0,51.0
866,85.0,78.0,51.0
867,100.0,58.0,51.0
868,90.0,43.0,51.0
869,75.0,4.0,51.0
870,100.0,60.0,51.0
871,90.0,49.0,51.0
872,70.0,36.0,51.0
873,70.0,22.0,51.0
874,80.0,6.0,51.0
875,80.0,29.0,51.0
876,100.0,77.0,51.0
877,85.0,87.0,51.0
878,70.0,21.0,51.0
879,70.0,27.0,51.0
880,50.0,23.0,51.0
881,90.0,74.0,51.0
882,70.0,88.0,52.0
883,75.0,23.0,52.0
884,80.0,81.0,52.0
885,70.0,96.0,52.0
886,50.0,,52.0
887,75.0,19.0,52.0
888,90.0,93.0,52.0
889,50.0,95.0,52.0
890,75.0,94.0,52.0
891,80.0,91.0,52.0
892,70.0,89.0,52.0
893,70.0,92.0,52.0
894,80.0,87.0,52.0
895,100.0,100.0,52.0
896,90.0,27.0,52.0
897,100.0,94.0,52.0
898,90.0,85.0,52.0
899,50.0,79.0,52.0
900,70.0,91.0,52.0
901,100.0,67.0,52.0
902,80.0,97.0,52.0
903,90.0,98.0,52.0
904,75.0,64.0,52.0
905,50.0,88.0,52.0
906,100.0,39.0,52.0
907,70.0,14.0,52.0
908,85.0,92.0,52.0
909,100.0,82.0,52.0
910,90.0,91.0,52.0
911,75.0,20.0,52.0
912,100.0,99.0,52.0
913,90.0,69.0,52.0
914,70.0,80.0,52.0
915,70.0,18.0,52.0
916,80.0,3.0,52.0
917,80.0,70.0,52.0
918,100.0,77.0,52.0
919,85.0,91.0,52.0
920,70.0,93.0,52.0
921,70.0,84.0,52.0
922,50.0,31.0,52.0
923,90.0,99.0,52.0
924,70.0,4.0,54.0
925,75.0,15.0,54.0
926,80.0,3.0,54.0
927,70.0,4.0,54.0
928,50.0,,54.0
929,75.0,19.0,54.0
930,90.0,6.0,54.0
931,50.0,25.0,54.0
932,75.0,27.0,54.0
933,80.0,59.0,54.0
934,70.0,20.0,54.0
935,70.0,6.0,54.0
936,80.0,32.0,54.0
937,100.0,17.0,54.0
938,90.0,54.0,54.0
939,100.0,13.0,54.0
940,90.0,12.0,54.0
941,50.0,4.0,54.0
942,70.0,47.0,54.0
943,100.0,49.0,54.0
944,80.0,72.0,54.0
945,90.0,42.0,54.0
946,75.0,15.0,54.0
947,50.0,32.0,54.0
948,100.0,24.0,54.0
949,70.0,17.0,54.0
950,85.0,65.0,54.0
951,100.0,23.0,54.0
952,90.0,26.0,54.0
953,75.0,53.0,54.0
954,100.0,74.0,54.0
955,90.0,9.0,54.0
956,70.0,18.0,54.0
957,70.0,19.0,54.0
958,80.0,7.0,54.0
959,80.0,26.0,54.0
960,100.0,52.0,54.0
961,85.0,58.0,54.0
962,70.0,61.0,54.0
963,70.0,39.0,54.0
964,50.0,14.0,54.0
965,90.0,4.0,54.0
966,70.0,57.0,55.0
967,75.0,16.0,55.0
968,80.0,7.0,55.0
969,70.0,28.0,55.0
970,50.0,,55.0
971,75.0,22.0,55.0
972,90.0,19.0,55.0
973,50.0,60.0,55.0
974,75.0,34.0,55.0
975,80.0,62.0,55.0
976,70.0,25.0,55.0
977,70.0,21.0,55.0
978,80.0,28.0,55.0
979,100.0,82.0,55.0
980,90.0,62.0,55.0
981,100.0,27.0,55.0
982,90.0,55.0,55.0
983,50.0,77.0,55.0
984,70.0,58.0,55.0
985,100.0,18.0,55.0
986,80.0,65.0,55.0
987,90.0,73.0,55.0
988,75.0,78.0,55.0
989,50.0,81.0,55.0
990,100.0,73.0,55.0
991,70.0,28.0,55.0
992,85.0,81.0,55.0
993,100.0,38.0,55.0
994,90.0,58.0,55.0
995,75.0,80.0,55.0
996,100.0,70.0,55.0
997,90.0,79.0,55.0
998,70.0,57.0,55.0
999,70.0,78.0,55.0
1000,80.0,30.0,55.0
1001,80.0,56.0,55.0
1002,100.0,66.0,55.0
